# Human Protein	Motif	Start	End	Bacterial domain	Bacterial protein
O14994	LIG_FHA_2	553	560		PF00498	CLST014522
A6NMN3	LIG_FHA_2	20	27		PF00498	CLST014522
A6NKL6	LIG_FHA_1	1	8		PF00498	CLST014522
A6NGB7	LIG_FHA_2	219	226		PF00498	CLST014522
C9JVW0	LIG_FHA_2	125	132		PF00498	CLST014522
A0A1B0GUW6	LIG_FHA_1	383	390		PF00498	CLST014522
O00750	LIG_FHA_1	165	172		PF00498	CLST014522
O14828	LIG_FHA_1	34	41		PF00498	CLST014522
A2VDJ0	LIG_FHA_2	61	68		PF00498	CLST014522
A6NKG5	LIG_FHA_2	8	15		PF00498	CLST014522
H3BV60	LIG_FHA_1	5	12		PF00498	CLST014522
A5PKW4	LIG_FHA_1	40	47		PF00498	CLST014522
A6NK97	LIG_PDZ_Class_3	549	555		PF00595	CLST058361
A6NK97	LIG_PDZ_Class_3	549	555		PF00595	CLST058361
O14492	LIG_FHA_2	399	406		PF00498	CLST014522
O14745	LIG_FHA_2	257	264		PF00498	CLST014522
O14514	LIG_PDZ_Class_1	1578	1584		PF00595	CLST058361
O14514	LIG_PDZ_Class_1	1578	1584		PF00595	CLST058361
A6NM11	LIG_FHA_2	226	233		PF00498	CLST014522
O00303	LIG_FHA_1	0	7		PF00498	CLST014522
A8MYU2	LIG_PDZ_Class_3	1143	1149		PF00595	CLST058361
A8MYU2	LIG_PDZ_Class_3	1143	1149		PF00595	CLST058361
A8MQT2	LIG_FHA_2	254	261		PF00498	CLST014522
A5D8V6	LIG_FHA_1	183	190		PF00498	CLST014522
A0A1W2PS18	LIG_FHA_2	21	28		PF00498	CLST014522
A6NGC4	LIG_FHA_2	243	250		PF00498	CLST014522
O14967	LIG_FHA_2	334	341		PF00498	CLST014522
B8ZZ34	LIG_FHA_1	173	180		PF00498	CLST014522
O14525	LIG_FHA_2	348	355		PF00498	CLST014522
B4DYI2	LIG_FHA_2	540	547		PF00498	CLST014522
A4D2P6	LIG_FHA_1	96	103		PF00498	CLST014522
A6NM11	LIG_FHA_1	100	107		PF00498	CLST014522
A6NL88	LIG_PDZ_Class_2	532	538		PF00595	CLST058361
A6NL88	LIG_PDZ_Class_2	532	538		PF00595	CLST058361
M0QZC1	LIG_FHA_2	264	271		PF00498	CLST014522
A0A1B0GWB2	LIG_FHA_2	17	24		PF00498	CLST014522
A4D256	LIG_FHA_2	2	9		PF00498	CLST014522
O00294	LIG_FHA_2	4	11		PF00498	CLST014522
A6NL88	LIG_FHA_2	22	29		PF00498	CLST014522
A6NGB7	LIG_PDZ_Class_1	285	291		PF00595	CLST058361
A6NGB7	LIG_PDZ_Class_1	285	291		PF00595	CLST058361
O00476	LIG_FHA_2	0	7		PF00498	CLST014522
O14494	LIG_FHA_2	264	271		PF00498	CLST014522
O00533	LIG_PDZ_Class_2	1202	1208		PF00595	CLST058361
O00533	LIG_PDZ_Class_2	1202	1208		PF00595	CLST058361
O00453	LIG_FHA_2	77	84		PF00498	CLST014522
A8K0Z3	LIG_FHA_2	145	152		PF00498	CLST014522
A6NC78	LIG_FHA_2	68	75		PF00498	CLST014522
B2RTY4	LIG_PDZ_Class_2	2542	2548		PF00595	CLST058361
B2RTY4	LIG_PDZ_Class_2	2542	2548		PF00595	CLST058361
O14994	LIG_FHA_1	71	78		PF00498	CLST014522
C9JQI7	LIG_PDZ_Class_3	651	657		PF00595	CLST058361
C9JQI7	LIG_PDZ_Class_3	651	657		PF00595	CLST058361
O00592	TRG_PTS1	554	558		PF00515	CLST049049
O00592	TRG_PTS1	554	558		PF00515	CLST567063
O00592	TRG_PTS1	554	558		PF00515	CLST039489
O00592	TRG_PTS1	554	558		PF00515	CLST657138
A6NKL6	LIG_PDZ_Class_1	615	621		PF00595	CLST058361
A6NKL6	LIG_PDZ_Class_1	615	621		PF00595	CLST058361
O00634	LIG_PDZ_Class_1	574	580		PF00595	CLST058361
O00634	LIG_PDZ_Class_1	574	580		PF00595	CLST058361
A6PVL3	LIG_PDZ_Class_3	118	124		PF00595	CLST058361
A6PVL3	LIG_PDZ_Class_3	118	124		PF00595	CLST058361
O00206	LIG_PDZ_Class_1	833	839		PF00595	CLST058361
O00206	LIG_PDZ_Class_1	833	839		PF00595	CLST058361
O00203	LIG_FHA_1	22	29		PF00498	CLST014522
A6NDV4	LIG_FHA_2	18	25		PF00498	CLST014522
A6NFE2	LIG_FHA_1	70	77		PF00498	CLST014522
O00592	LIG_PDZ_Class_1	552	558		PF00595	CLST058361
O00592	LIG_PDZ_Class_1	552	558		PF00595	CLST058361
O00408	LIG_FHA_2	210	217		PF00498	CLST014522
B7U540	LIG_PDZ_Class_1	427	433		PF00595	CLST058361
B7U540	LIG_PDZ_Class_1	427	433		PF00595	CLST058361
A6NMD0	LIG_FHA_1	110	117		PF00498	CLST014522
A4D1S0	LIG_FHA_1	145	152		PF00498	CLST014522
O14490	LIG_PDZ_Class_1	971	977		PF00595	CLST058361
O14490	LIG_PDZ_Class_1	971	977		PF00595	CLST058361
B8ZZ34	LIG_PDZ_Class_2	391	397		PF00595	CLST058361
B8ZZ34	LIG_PDZ_Class_2	391	397		PF00595	CLST058361
O14490	TRG_PTS1	973	977		PF00515	CLST049049
O14490	TRG_PTS1	973	977		PF00515	CLST567063
O14490	TRG_PTS1	973	977		PF00515	CLST039489
O14490	TRG_PTS1	973	977		PF00515	CLST657138
A8MUP6	LIG_PDZ_Class_1	287	293		PF00595	CLST058361
A8MUP6	LIG_PDZ_Class_1	287	293		PF00595	CLST058361
O14578	LIG_PDZ_Class_1	2021	2027		PF00595	CLST058361
O14578	LIG_PDZ_Class_1	2021	2027		PF00595	CLST058361
O14939	LIG_FHA_2	8	15		PF00498	CLST014522
A6NMN3	LIG_FHA_1	16	23		PF00498	CLST014522
O00421	LIG_PDZ_Class_1	338	344		PF00595	CLST058361
O00421	LIG_PDZ_Class_1	338	344		PF00595	CLST058361
A0A1B0GX31	LIG_PDZ_Class_1	109	115		PF00595	CLST058361
A0A1B0GX31	LIG_PDZ_Class_1	109	115		PF00595	CLST058361
O00238	LIG_FHA_2	10	17		PF00498	CLST014522
O00763	LIG_FHA_1	119	126		PF00498	CLST014522
O00213	LIG_FHA_1	89	96		PF00498	CLST014522
A8TX70	LIG_PDZ_Class_1	2609	2615		PF00595	CLST058361
A8TX70	LIG_PDZ_Class_1	2609	2615		PF00595	CLST058361
A6NFE2	LIG_FHA_2	96	103		PF00498	CLST014522
B4DS77	LIG_PDZ_Class_2	418	424		PF00595	CLST058361
B4DS77	LIG_PDZ_Class_2	418	424		PF00595	CLST058361
O14745	LIG_PDZ_Class_1	352	358		PF00595	CLST058361
O14745	LIG_PDZ_Class_1	352	358		PF00595	CLST058361
A1A5B4	LIG_PDZ_Class_1	776	782		PF00595	CLST058361
A1A5B4	LIG_PDZ_Class_1	776	782		PF00595	CLST058361
O14788	LIG_FHA_1	6	13		PF00498	CLST014522
O00548	LIG_PDZ_Class_1	717	723		PF00595	CLST058361
O00548	LIG_PDZ_Class_1	717	723		PF00595	CLST058361
C4AMC7	LIG_FHA_2	143	150		PF00498	CLST014522
O00294	LIG_FHA_1	102	109		PF00498	CLST014522
A7KAX9	LIG_FHA_2	0	7		PF00498	CLST014522
G9CGD6	LIG_FHA_2	395	402		PF00498	CLST014522
O15027	LIG_FHA_2	378	385		PF00498	CLST014522
A6NMS7	LIG_FHA_1	100	107		PF00498	CLST014522
O00124	LIG_FHA_2	140	147		PF00498	CLST014522
O00308	LIG_FHA_2	231	238		PF00498	CLST014522
O14662	LIG_FHA_2	108	115		PF00498	CLST014522
A8MWX3	LIG_FHA_2	54	61		PF00498	CLST014522
A0A0K0K1E9	LIG_PDZ_Class_1	109	115		PF00595	CLST058361
A0A0K0K1E9	LIG_PDZ_Class_1	109	115		PF00595	CLST058361
O00562	LIG_FHA_2	258	265		PF00498	CLST014522
A6NMS7	LIG_FHA_2	226	233		PF00498	CLST014522
A6NKB5	LIG_FHA_1	136	143		PF00498	CLST014522
B7ZC32	LIG_FHA_1	0	7		PF00498	CLST014522
A6NDD5	LIG_FHA_2	140	147		PF00498	CLST014522
O00213	LIG_FHA_2	91	98		PF00498	CLST014522
A5D8V6	LIG_FHA_2	0	7		PF00498	CLST014522
B7ZC32	LIG_FHA_2	36	43		PF00498	CLST014522
O14807	LIG_PDZ_Class_2	202	208		PF00595	CLST058361
O14807	LIG_PDZ_Class_2	202	208		PF00595	CLST058361
O14511	LIG_FHA_2	712	719		PF00498	CLST014522
A6NKG5	LIG_FHA_1	68	75		PF00498	CLST014522
